shapes_set,shape_id,target_set,closest_shape_id,edit_distance,readable_shape,step,classification,majority_vote,nca_seed
4,19,2,4,1,111,40,0;0;4-1;0;4-2;0;4,4,7
4,19,2,4,1,111,40,0;0;4-1;0;4-2;0;4,4,8
4,19,2,4,1,111,40,0;0;4-1;0;4-2;0;4,4,9
4,20,2,5,0,11111-10101,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2,2,5
4,20,2,5,0,11111-10101,40,0;0;5-2;0;5-4;0;5-0;1;5-1;1;5-2;1;5-3;1;5-4;1;5,5,6
4,20,2,5,0,11111-10101,40,0;0;5-2;0;5-4;0;5-0;1;5-1;1;5-2;1;5-3;1;5-4;1;5,5,7
4,20,2,5,0,11111-10101,40,0;0;5-2;0;5-4;0;5-0;1;5-1;1;5-2;1;5-3;1;5-4;1;5,5,8
4,20,2,5,0,11111-10101,40,0;0;5-2;0;5-4;0;5-0;1;5-1;1;5-2;1;5-3;1;5-4;1;5,5,9
4,21,2,5,1,11111-00101,40,2;0;2-4;0;2-0;1;4-1;1;4-2;1;2-3;1;2-4;1;2,2,5
4,21,2,5,1,11111-00101,40,2;0;3-4;0;5-0;1;4-1;1;3-2;1;3-3;1;5-4;1;5,3,6
4,21,2,5,1,11111-00101,40,2;0;3-4;0;3-0;1;4-1;1;3-2;1;3-3;1;3-4;1;3,3,7
4,21,2,5,1,11111-00101,40,2;0;3-4;0;5-0;1;3-1;1;3-2;1;3-3;1;5-4;1;5,3,8
4,21,2,5,1,11111-00101,40,2;0;2-4;0;5-0;1;4-1;1;3-2;1;3-3;1;5-4;1;5,5,9
4,22,2,5,1,11111-10001,40,0;0;3-4;0;2-0;1;4-1;1;4-2;1;4-3;1;4-4;1;4,4,5
4,22,2,5,1,11111-10001,40,0;0;3-4;0;3-0;1;3-1;1;3-2;1;3-3;1;3-4;1;3,3,6
4,22,2,5,1,11111-10001,40,0;0;3-4;0;3-0;1;3-1;1;3-2;1;3-3;1;3-4;1;3,3,7
4,22,2,5,1,11111-10001,40,0;0;3-4;0;3-0;1;3-1;1;3-2;1;3-3;1;3-4;1;3,3,8
4,22,2,5,1,11111-10001,40,0;0;3-4;0;3-0;1;3-1;1;3-2;1;3-3;1;3-4;1;3,3,9
4,23,2,5,1,11111-10100,40,0;0;2-2;0;3-0;1;2-1;1;2-2;1;4-3;1;4-4;1;4,2,5
4,23,2,5,1,11111-10100,40,0;0;5-2;0;3-0;1;5-1;1;5-2;1;3-3;1;3-4;1;3,3,6
4,23,2,5,1,11111-10100,40,0;0;5-2;0;3-0;1;5-1;1;5-2;1;3-3;1;3-4;1;4,3,7
4,23,2,5,1,11111-10100,40,0;0;2-2;0;5-0;1;2-1;1;5-2;1;3-3;1;3-4;1;3,3,8
4,23,2,5,1,11111-10100,40,0;0;5-2;0;3-0;1;5-1;1;5-2;1;3-3;1;4-4;1;4,5,9
4,24,2,6,0,111111-111111-110011-110011,40,0;0;6-1;0;6-4;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,5
4,24,2,6,0,111111-111111-110011-110011,40,0;0;6-1;0;6-4;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,6
4,24,2,6,0,111111-111111-110011-110011,40,0;0;6-1;0;6-4;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,7
4,24,2,6,0,111111-111111-110011-110011,40,0;0;6-1;0;6-4;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,8
4,24,2,6,0,111111-111111-110011-110011,40,0;0;6-1;0;6-4;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,9
4,25,2,6,1,011111-111111-110011-110011,40,0;0;6-1;0;6-4;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,5
4,25,2,6,1,011111-111111-110011-110011,40,0;0;6-1;0;6-4;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,6
4,25,2,6,1,011111-111111-110011-110011,40,0;0;6-1;0;6-4;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,7
4,25,2,6,1,011111-111111-110011-110011,40,0;0;6-1;0;6-4;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,8
4,25,2,6,1,011111-111111-110011-110011,40,0;0;6-1;0;6-4;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,9
4,26,2,6,1,111110-111111-110011-110011,40,0;0;6-1;0;6-4;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6,6,5
4,26,2,6,1,111110-111111-110011-110011,40,0;0;6-1;0;6-4;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6,6,6
4,26,2,6,1,111110-111111-110011-110011,40,0;0;6-1;0;6-4;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6,6,7
4,26,2,6,1,111110-111111-110011-110011,40,0;0;6-1;0;6-4;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6,6,8
4,26,2,6,1,111110-111111-110011-110011,40,0;0;6-1;0;6-4;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6,6,9
4,27,2,6,1,111111-111111-110011-100011,40,0;0;6-4;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;6-0;2;0-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,5
4,27,2,6,1,111111-111111-110011-100011,40,0;0;8-4;0;6-5;0;6-0;1;8-1;1;6-4;1;6-5;1;6-0;2;8-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,6
4,27,2,6,1,111111-111111-110011-100011,40,0;0;8-4;0;6-5;0;6-0;1;0-1;1;0-4;1;6-5;1;6-0;2;0-1;2;0-2;2;6-3;2;6-4;2;6-5;2;6-0;3;0-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,7
4,27,2,6,1,111111-111111-110011-100011,40,0;0;8-4;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,8
4,27,2,6,1,111111-111111-110011-100011,40,0;0;0-4;0;6-5;0;6-0;1;0-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,9
4,28,2,6,1,111111-111111-110011-110001,40,0;0;6-1;0;6-5;0;6-0;1;6-1;1;6-4;1;6-5;1;7-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,5
4,28,2,6,1,111111-111111-110011-110001,40,0;0;6-1;0;6-5;0;8-0;1;6-1;1;6-4;1;6-5;1;0-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;0-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,6
4,28,2,6,1,111111-111111-110011-110001,40,0;0;6-1;0;6-5;0;8-0;1;6-1;1;6-4;1;0-5;1;8-0;2;6-1;2;6-2;2;6-3;2;6-4;2;0-5;2;0-0;3;6-1;3;6-2;3;6-3;3;6-4;3;0-5;3;0,6,7
4,28,2,6,1,111111-111111-110011-110001,40,0;0;6-1;0;6-5;0;8-0;1;6-1;1;6-4;1;8-5;1;8-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;8-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,8
4,28,2,6,1,111111-111111-110011-110001,40,0;0;6-1;0;6-5;0;0-0;1;6-1;1;6-4;1;6-5;1;6-0;2;6-1;2;6-2;2;6-3;2;6-4;2;6-5;2;6-0;3;6-1;3;6-2;3;6-3;3;6-4;3;6-5;3;6,6,9
4,29,2,7,0,11111111-11111111-11111111,40,0;0;1-1;0;1-2;0;1-3;0;1-4;0;1-5;0;1-6;0;7-7;0;7-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1-5;1;1-6;1;1-7;1;7-0;2;1-1;2;1-2;2;1-3;2;1-4;2;1-5;2;1-6;2;1-7;2;1,1,5
4,29,2,7,0,11111111-11111111-11111111,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-7;0;7-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;7-0;2;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7-7;2;7,7,6
4,29,2,7,0,11111111-11111111-11111111,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-7;0;7-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;7-0;2;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7-7;2;7,7,7
4,29,2,7,0,11111111-11111111-11111111,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-7;0;7-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;7-0;2;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7-7;2;7,7,8
4,29,2,7,0,11111111-11111111-11111111,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-7;0;7-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;7-0;2;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7-7;2;7,7,9
4,30,2,7,1,01111111-11111111-11111111,40,0;0;1-1;0;1-2;0;1-3;0;1-4;0;1-5;0;1-6;0;7-7;0;7-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1-5;1;1-6;1;1-7;1;7-1;2;1-2;2;1-3;2;1-4;2;1-5;2;1-6;2;1-7;2;1,1,5
4,30,2,7,1,01111111-11111111-11111111,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-7;0;7-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7-7;2;7,7,6
4,30,2,7,1,01111111-11111111-11111111,40,0;0;1-1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-7;0;7-0;1;1-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7-7;2;7,7,7
4,30,2,7,1,01111111-11111111-11111111,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-7;0;7-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7-7;2;7,7,8
4,30,2,7,1,01111111-11111111-11111111,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-7;0;7-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7-7;2;7,7,9
4,31,2,7,1,11111110-11111111-11111111,40,0;0;1-1;0;1-2;0;1-3;0;1-4;0;1-5;0;1-6;0;1-7;0;7-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1-5;1;1-6;1;1-7;1;1-0;2;1-1;2;1-2;2;1-3;2;1-4;2;1-5;2;1-6;2;1,1,5
4,31,2,7,1,11111110-11111111-11111111,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-7;0;7-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;8-0;2;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7,7,6
4,31,2,7,1,11111110-11111111-11111111,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-7;0;1-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;1-0;2;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7,7,7
4,31,2,7,1,11111110-11111111-11111111,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-7;0;7-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;7-0;2;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7,7,8
4,31,2,7,1,11111110-11111111-11111111,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-7;0;7-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;7-0;2;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7,7,9
4,32,2,7,1,11111111-11111111-01111111,40,1;0;1-2;0;1-3;0;1-4;0;1-5;0;1-6;0;7-7;0;7-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1-5;1;1-6;1;1-7;1;7-0;2;1-1;2;1-2;2;1-3;2;1-4;2;1-5;2;1-6;2;1-7;2;1,1,5
4,32,2,7,1,11111111-11111111-01111111,40,1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-7;0;7-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;7-0;2;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7-7;2;7,7,6
4,32,2,7,1,11111111-11111111-01111111,40,1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-7;0;7-0;1;1-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;7-0;2;1-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7-7;2;7,7,7
4,32,2,7,1,11111111-11111111-01111111,40,1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-7;0;7-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;7-0;2;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7-7;2;7,7,8
4,32,2,7,1,11111111-11111111-01111111,40,1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-7;0;7-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;7-0;2;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7-7;2;7,7,9
4,33,2,7,1,11111111-11111111-11111110,40,0;0;1-1;0;1-2;0;1-3;0;1-4;0;1-5;0;7-6;0;2-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1-5;1;1-6;1;1-7;1;2-0;2;1-1;2;1-2;2;1-3;2;1-4;2;1-5;2;1-6;2;1-7;2;2,1,5
4,33,2,7,1,11111111-11111111-11111110,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;7-0;2;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7-7;2;8,7,6
4,33,2,7,1,11111111-11111111-11111110,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;1-0;2;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7-7;2;1,7,7
4,33,2,7,1,11111111-11111111-11111110,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;0-0;2;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7-7;2;1,7,8
4,33,2,7,1,11111111-11111111-11111110,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-5;0;7-6;0;7-0;1;7-1;1;7-2;1;7-3;1;7-4;1;7-5;1;7-6;1;7-7;1;7-0;2;7-1;2;7-2;2;7-3;2;7-4;2;7-5;2;7-6;2;7-7;2;7,7,9
4,34,2,8,0,111111111-111111111-101010101,40,0;0;2-2;0;2-4;0;2-6;0;8-8;0;8-0;1;3-1;1;2-2;1;6-3;1;6-4;1;6-5;1;7-6;1;6-7;1;7-8;1;0-0;2;4-1;2;4-2;2;4-3;2;4-4;2;4-5;2;1-6;2;2-7;2;1-8;2;2,2,5
4,34,2,8,0,111111111-111111111-101010101,40,0;0;8-2;0;8-4;0;8-6;0;8-8;0;8-0;1;8-1;1;8-2;1;8-3;1;8-4;1;8-5;1;8-6;1;8-7;1;8-8;1;8-0;2;8-1;2;8-2;2;8-3;2;8-4;2;8-5;2;8-6;2;8-7;2;8-8;2;8,8,6
4,34,2,8,0,111111111-111111111-101010101,40,0;0;8-2;0;8-4;0;8-6;0;8-8;0;8-0;1;8-1;1;8-2;1;8-3;1;8-4;1;8-5;1;8-6;1;8-7;1;8-8;1;8-0;2;8-1;2;8-2;2;8-3;2;8-4;2;8-5;2;8-6;2;8-7;2;8-8;2;8,8,7
4,34,2,8,0,111111111-111111111-101010101,40,0;0;8-2;0;8-4;0;8-6;0;8-8;0;8-0;1;8-1;1;8-2;1;8-3;1;8-4;1;8-5;1;8-6;1;8-7;1;8-8;1;8-0;2;8-1;2;8-2;2;8-3;2;8-4;2;8-5;2;8-6;2;8-7;2;8-8;2;8,8,8
4,34,2,8,0,111111111-111111111-101010101,40,0;0;8-2;0;8-4;0;8-6;0;8-8;0;8-0;1;8-1;1;8-2;1;8-3;1;8-4;1;8-5;1;8-6;1;8-7;1;8-8;1;8-0;2;8-1;2;8-2;2;8-3;2;8-4;2;8-5;2;8-6;2;8-7;2;8-8;2;8,8,9
4,35,2,8,1,111111111-111111111-001010101,40,2;0;2-4;0;2-6;0;8-8;0;8-0;1;1-1;1;2-2;1;3-3;1;2-4;1;6-5;1;7-6;1;6-7;1;7-8;1;0-0;2;1-1;2;1-2;2;4-3;2;4-4;2;4-5;2;1-6;2;2-7;2;1-8;2;2,2,5
4,35,2,8,1,111111111-111111111-001010101,40,2;0;8-4;0;8-6;0;8-8;0;8-0;1;1-1;1;8-2;1;8-3;1;8-4;1;8-5;1;8-6;1;8-7;1;8-8;1;8-0;2;8-1;2;8-2;2;8-3;2;8-4;2;8-5;2;8-6;2;8-7;2;8-8;2;8,8,6
4,35,2,8,1,111111111-111111111-001010101,40,2;0;8-4;0;8-6;0;8-8;0;8-0;1;1-1;1;0-2;1;8-3;1;8-4;1;8-5;1;8-6;1;8-7;1;8-8;1;8-0;2;1-1;2;0-2;2;8-3;2;8-4;2;8-5;2;8-6;2;8-7;2;8-8;2;8,8,7
4,35,2,8,1,111111111-111111111-001010101,40,2;0;8-4;0;8-6;0;8-8;0;8-0;1;1-1;1;0-2;1;8-3;1;8-4;1;8-5;1;8-6;1;8-7;1;8-8;1;8-0;2;1-1;2;0-2;2;0-3;2;8-4;2;8-5;2;8-6;2;8-7;2;8-8;2;8,8,8
4,35,2,8,1,111111111-111111111-001010101,40,2;0;8-4;0;8-6;0;8-8;0;8-0;1;0-1;1;8-2;1;8-3;1;8-4;1;8-5;1;8-6;1;8-7;1;8-8;1;8-0;2;0-1;2;8-2;2;8-3;2;8-4;2;8-5;2;8-6;2;8-7;2;8-8;2;8,8,9
4,36,2,8,1,111111111-111111111-100010101,40,0;0;2-4;0;2-6;0;2-8;0;8-0;1;2-1;1;1-2;1;4-3;1;2-4;1;0-5;1;6-6;1;6-7;1;7-8;1;6-0;2;4-1;2;1-2;2;1-3;2;1-4;2;4-5;2;4-6;2;4-7;2;1-8;2;2,2,5
4,36,2,8,1,111111111-111111111-100010101,40,0;0;0-4;0;8-6;0;8-8;0;8-0;1;0-1;1;0-2;1;0-3;1;8-4;1;8-5;1;8-6;1;8-7;1;8-8;1;8-0;2;0-1;2;0-2;2;2-3;2;8-4;2;8-5;2;8-6;2;8-7;2;8-8;2;8,8,6
4,36,2,8,1,111111111-111111111-100010101,40,0;0;0-4;0;8-6;0;8-8;0;8-0;1;0-1;1;0-2;1;1-3;1;0-4;1;8-5;1;8-6;1;8-7;1;8-8;1;8-0;2;0-1;2;0-2;2;1-3;2;0-4;2;8-5;2;8-6;2;8-7;2;8-8;2;8,8,7
4,36,2,8,1,111111111-111111111-100010101,40,0;0;0-4;0;8-6;0;8-8;0;8-0;1;0-1;1;0-2;1;0-3;1;0-4;1;8-5;1;8-6;1;8-7;1;8-8;1;8-0;2;0-1;2;0-2;2;1-3;2;0-4;2;8-5;2;8-6;2;8-7;2;8-8;2;8,8,8
4,36,2,8,1,111111111-111111111-100010101,40,0;0;0-4;0;8-6;0;8-8;0;8-0;1;0-1;1;0-2;1;0-3;1;0-4;1;0-5;1;8-6;1;8-7;1;8-8;1;8-0;2;0-1;2;0-2;2;0-3;2;0-4;2;8-5;2;8-6;2;8-7;2;8-8;2;8,8,9
4,37,2,8,1,111111111-111111111-101000101,40,0;0;2-2;0;2-6;0;2-8;0;2-0;1;3-1;1;2-2;1;6-3;1;1-4;1;1-5;1;2-6;1;0-7;1;2-8;1;6-0;2;4-1;2;4-2;2;4-3;2;1-4;2;1-5;2;1-6;2;4-7;2;4-8;2;2,2,5
4,37,2,8,1,111111111-111111111-101000101,40,0;0;8-2;0;8-6;0;8-8;0;8-0;1;8-1;1;8-2;1;8-3;1;8-4;1;2-5;1;2-6;1;8-7;1;8-8;1;8-0;2;8-1;2;8-2;2;8-3;2;8-4;2;0-5;2;8-6;2;8-7;2;8-8;2;8,8,6
4,37,2,8,1,111111111-111111111-101000101,40,0;0;8-2;0;8-6;0;8-8;0;8-0;1;8-1;1;8-2;1;8-3;1;1-4;1;1-5;1;0-6;1;8-7;1;8-8;1;8-0;2;8-1;2;8-2;2;8-3;2;1-4;2;1-5;2;0-6;2;8-7;2;8-8;2;8,8,7
4,37,2,8,1,111111111-111111111-101000101,40,0;0;8-2;0;8-6;0;8-8;0;8-0;1;8-1;1;8-2;1;8-3;1;0-4;1;0-5;1;0-6;1;8-7;1;8-8;1;8-0;2;8-1;2;8-2;2;8-3;2;0-4;2;1-5;2;0-6;2;0-7;2;8-8;2;8,8,8
4,37,2,8,1,111111111-111111111-101000101,40,0;0;8-2;0;0-6;0;0-8;0;8-0;1;8-1;1;8-2;1;0-3;1;0-4;1;0-5;1;0-6;1;0-7;1;8-8;1;8-0;2;8-1;2;8-2;2;0-3;2;0-4;2;0-5;2;0-6;2;8-7;2;8-8;2;8,8,9
4,38,2,8,1,111111111-111111111-101010100,40,0;0;2-2;0;2-4;0;2-6;0;8-0;1;3-1;1;2-2;1;6-3;1;6-4;1;6-5;1;7-6;1;6-7;1;7-8;1;2-0;2;4-1;2;4-2;2;4-3;2;4-4;2;4-5;2;4-6;2;4-7;2;1-8;2;1,4,5
4,38,2,8,1,111111111-111111111-101010100,40,0;0;8-2;0;8-4;0;8-6;0;8-0;1;8-1;1;8-2;1;8-3;1;8-4;1;8-5;1;8-6;1;8-7;1;0-8;1;1-0;2;8-1;2;8-2;2;8-3;2;8-4;2;8-5;2;8-6;2;8-7;2;0-8;2;1,8,6
4,38,2,8,1,111111111-111111111-101010100,40,0;0;8-2;0;8-4;0;8-6;0;8-0;1;8-1;1;8-2;1;8-3;1;8-4;1;8-5;1;8-6;1;8-7;1;1-8;1;1-0;2;8-1;2;8-2;2;8-3;2;8-4;2;8-5;2;8-6;2;8-7;2;1-8;2;1,8,7
4,38,2,8,1,111111111-111111111-101010100,40,0;0;8-2;0;8-4;0;8-6;0;8-0;1;8-1;1;8-2;1;8-3;1;8-4;1;8-5;1;8-6;1;8-7;1;0-8;1;1-0;2;8-1;2;8-2;2;8-3;2;8-4;2;8-5;2;8-6;2;8-7;2;0-8;2;1,8,8
4,38,2,8,1,111111111-111111111-101010100,40,0;0;8-2;0;8-4;0;8-6;0;0-0;1;8-1;1;8-2;1;8-3;1;8-4;1;8-5;1;8-6;1;0-7;1;0-8;1;1-0;2;8-1;2;8-2;2;8-3;2;8-4;2;8-5;2;8-6;2;8-7;2;0-8;2;0,8,9
