target_set,shape_id,target_vx,seed
1,0,3.2662573825650085,1
1,0,3.1702862674560603,2
1,0,1.8428490882138373,3
1,0,2.4318850725748384,4
1,0,3.716925648919585,5
1,1,0.8203586789103361,1
1,1,1.6665514478278176,2
1,1,1.9333288140805736,3
1,1,0.981348190674528,4
1,1,0.7563423485350818,5
1,2,1.8447792354991328,1
1,2,1.6754072888600566,2
1,2,1.8163143609542265,3
1,2,2.0402809165026605,4
1,2,0.9958888399089896,5
2,0,3.2662573825650085,1
2,0,3.1702862674560603,2
2,0,1.8428490882138373,3
2,0,2.4318850725748384,4
2,0,3.716925648919585,5
2,1,0.8203586789103361,1
2,1,1.6665514478278176,2
2,1,1.9333288140805736,3
2,1,0.981348190674528,4
2,1,0.7563423485350818,5
2,2,1.8447792354991328,1
2,2,1.6754072888600566,2
2,2,1.8163143609542265,3
2,2,2.0402809165026605,4
2,2,0.9958888399089896,5
2,3,1.8178833691910092,1
2,3,1.992961869105992,2
2,3,1.741574407765231,3
2,3,2.163380108727427,4
2,3,2.2745144215447803,5
2,4,0.618152967902345,1
2,4,0.6607999140734201,2
2,4,0.230228320213827,3
2,4,0.6401784294755521,4
2,4,0.6432146811123464,5
2,5,1.3214518899485106,1
2,5,1.6167362490732664,2
2,5,1.515745618236381,3
2,5,1.48373457990726,4
2,5,1.3060055814685567,5
2,6,2.611042407021058,1
2,6,2.2480949222969904,2
2,6,1.71231694953951,3
2,6,2.1171863936540936,4
2,6,1.6888696862383352,5
2,7,1.4146543318878568,1
2,7,0.6766259200293361,2
2,7,0.8477767929581538,3
2,7,1.3799920953636262,4
2,7,1.2999084505112688,5
2,8,2.3167426277212555,1
2,8,3.5131833221392683,2
2,8,2.064324791896478,3
2,8,2.233942035042322,4
2,8,1.8877116093749544,5
3,0,3.2662573825650085,1
3,0,3.1702862674560603,2
3,0,1.8428490882138373,3
3,0,2.4318850725748384,4
3,0,3.716925648919585,5
3,1,2.389723023607534,1
3,1,3.966744540551052,2
3,1,3.347276483173254,3
3,1,2.954469257871947,4
3,1,3.457660358591142,5
3,2,2.719429660688603,1
3,2,2.9786385311597043,2
3,2,3.083281809155198,3
3,2,2.434846801092584,4
3,2,3.6085336468489,5
3,3,3.032604523318085,1
3,3,3.0751663493229158,2
3,3,3.291399331541842,3
3,3,1.195359090962334,4
3,3,3.923174175090432,5
3,4,2.1136606873857584,1
3,4,0.6891377760361309,2
3,4,2.046592887188009,3
3,4,1.987761070962712,4
3,4,2.1179244552334704,5
3,5,0.8203586789103361,1
3,5,1.6665514478278176,2
3,5,1.9333288140805736,3
3,5,0.981348190674528,4
3,5,0.7563423485350818,5
3,6,2.05708663533497,1
3,6,0.7458673285081605,2
3,6,0.2358324926115274,3
3,6,0.8404651638197298,4
3,6,1.5582176971956476,5
3,7,1.9903932210257247,1
3,7,1.104293681937317,2
3,7,0.508609170313546,3
3,7,1.6513747902900728,4
3,7,1.6278197729024952,5
3,8,1.8171520219195532,1
3,8,0.7830069187022111,2
3,8,1.1720240547028835,3
3,8,1.3301480300815691,4
3,8,1.8179439369369257,5
3,9,0.9359161422918426,1
3,9,0.7852327810157965,2
3,9,1.201684739314994,3
3,9,1.1247928020685385,4
3,9,1.397905498508705,5
3,10,1.8447792354991328,1
3,10,1.6754072888600566,2
3,10,1.8163143609542265,3
3,10,2.0402809165026605,4
3,10,0.9958888399089896,5
3,11,1.2174658936252334,1
3,11,0.7455064013142961,2
3,11,1.905679332648997,3
3,11,0.8509025202085505,4
3,11,1.692739750638912,5
3,12,0.9726358668571534,1
3,12,1.919127789510287,2
3,12,1.0443915916217132,3
3,12,1.1578877153759752,4
3,12,1.25040801676374,5
3,13,1.6125772080238543,1
3,13,2.0932557823089257,2
3,13,2.128371999114025,3
3,13,1.5169846408195216,4
3,13,2.000814798509212,5
3,14,0.8512077216786176,1
3,14,1.6848345619064018,2
3,14,1.5917241535471112,3
3,14,1.0167927838462776,4
3,14,1.7387368455424668,5
4,0,3.2662573825650085,1
4,0,3.1702862674560603,2
4,0,1.8428490882138373,3
4,0,2.4318850725748384,4
4,0,3.716925648919585,5
4,1,2.389723023607534,1
4,1,3.966744540551052,2
4,1,3.347276483173254,3
4,1,2.954469257871947,4
4,1,3.457660358591142,5
4,2,2.719429660688603,1
4,2,2.9786385311597043,2
4,2,3.083281809155198,3
4,2,2.434846801092584,4
4,2,3.6085336468489,5
4,3,3.032604523318085,1
4,3,3.0751663493229158,2
4,3,3.291399331541842,3
4,3,1.195359090962334,4
4,3,3.923174175090432,5
4,4,2.1136606873857584,1
4,4,0.6891377760361309,2
4,4,2.046592887188009,3
4,4,1.987761070962712,4
4,4,2.1179244552334704,5
4,5,0.8203586789103361,1
4,5,1.6665514478278176,2
4,5,1.9333288140805736,3
4,5,0.981348190674528,4
4,5,0.7563423485350818,5
4,6,2.05708663533497,1
4,6,0.7458673285081605,2
4,6,0.2358324926115274,3
4,6,0.8404651638197298,4
4,6,1.5582176971956476,5
4,7,1.9903932210257247,1
4,7,1.104293681937317,2
4,7,0.508609170313546,3
4,7,1.6513747902900728,4
4,7,1.6278197729024952,5
4,8,1.8171520219195532,1
4,8,0.7830069187022111,2
4,8,1.1720240547028835,3
4,8,1.3301480300815691,4
4,8,1.8179439369369257,5
4,9,0.9359161422918426,1
4,9,0.7852327810157965,2
4,9,1.201684739314994,3
4,9,1.1247928020685385,4
4,9,1.397905498508705,5
4,10,1.8447792354991328,1
4,10,1.6754072888600566,2
4,10,1.8163143609542265,3
4,10,2.0402809165026605,4
4,10,0.9958888399089896,5
4,11,1.2174658936252334,1
4,11,0.7455064013142961,2
4,11,1.905679332648997,3
4,11,0.8509025202085505,4
4,11,1.692739750638912,5
4,12,0.9726358668571534,1
4,12,1.919127789510287,2
4,12,1.0443915916217132,3
4,12,1.1578877153759752,4
4,12,1.25040801676374,5
4,13,1.6125772080238543,1
4,13,2.0932557823089257,2
4,13,2.128371999114025,3
4,13,1.5169846408195216,4
4,13,2.000814798509212,5
4,14,0.8512077216786176,1
4,14,1.6848345619064018,2
4,14,1.5917241535471112,3
4,14,1.0167927838462776,4
4,14,1.7387368455424668,5
4,15,1.8178833691910092,1
4,15,1.992961869105992,2
4,15,1.741574407765231,3
4,15,2.163380108727427,4
4,15,2.2745144215447803,5
4,16,3.1431682329061954,1
4,16,3.5567451500643466,2
4,16,3.275300151375052,3
4,16,3.346791217703723,4
4,16,3.1845276277216303,5
4,17,0.5466790836001602,1
4,17,0.7016008603413986,2
4,17,0.1598647896262527,3
4,17,0.3529280798143277,4
4,17,0.2131806809682417,5
4,18,0.618152967902345,1
4,18,0.6607999140734201,2
4,18,0.230228320213827,3
4,18,0.6401784294755521,4
4,18,0.6432146811123464,5
4,19,0.4023259156491908,1
4,19,0.378681294297889,2
4,19,0.2303265998416797,3
4,19,0.2237157224881092,4
4,19,0.2153503962992293,5
4,20,1.3214518899485106,1
4,20,1.6167362490732664,2
4,20,1.515745618236381,3
4,20,1.48373457990726,4
4,20,1.3060055814685567,5
4,21,1.54059780909045,1
4,21,1.5465061650193217,2
4,21,1.9647377917558388,3
4,21,1.7701502107700695,4
4,21,1.8155929108670847,5
4,22,1.521574245466977,1
4,22,1.397937575230695,2
4,22,3.2294410420680486,3
4,22,0.0949847744391577,4
4,22,1.380348336555374,5
4,23,1.564255275114502,1
4,23,0.8972109592992714,2
4,23,1.1429732788019848,3
4,23,1.353655540556341,4
4,23,1.6627260602320568,5
4,24,2.611042407021058,1
4,24,2.2480949222969904,2
4,24,1.71231694953951,3
4,24,2.1171863936540936,4
4,24,1.6888696862383352,5
4,25,1.712213341629634,1
4,25,2.057926796539591,2
4,25,0.9710395943176856,3
4,25,2.57550230390787,4
4,25,2.43492164310885,5
4,26,2.439742018182383,1
4,26,1.9649475872264908,2
4,26,1.982506619871348,3
4,26,2.0165168638589157,4
4,26,2.5274586970273094,5
4,27,2.812709527607961,1
4,27,2.6825460896921385,2
4,27,2.984401547118403,3
4,27,2.857636537104857,4
4,27,3.1249237362207065,5
4,28,1.457051979490504,1
4,28,1.958113486018674,2
4,28,3.152146691380811,3
4,28,2.206822658482583,4
4,28,1.863105659857439,5
4,29,1.4146543318878568,1
4,29,0.6766259200293361,2
4,29,0.8477767929581538,3
4,29,1.3799920953636262,4
4,29,1.2999084505112688,5
4,30,1.4226384515350898,1
4,30,1.43361873806321,2
4,30,1.6932442311216602,3
4,30,1.6491723666849742,4
4,30,1.0557781510679276,5
4,31,1.690430403407397,1
4,31,1.5260507066026583,2
4,31,1.5300113334651186,3
4,31,1.378441518722064,4
4,31,1.8500665945091777,5
4,32,1.373188569831951,1
4,32,1.5376971903875996,2
4,32,1.666359209885471,3
4,32,1.3380340633863697,4
4,32,1.5271770144634358,5
4,33,0.7752708565895539,1
4,33,0.8238452989722846,2
4,33,1.3714727313706314,3
4,33,0.7869740055777865,4
4,33,1.202731667262079,5
4,34,2.3167426277212555,1
4,34,3.5131833221392683,2
4,34,2.064324791896478,3
4,34,2.233942035042322,4
4,34,1.8877116093749544,5
4,35,1.899851882718159,1
4,35,2.6363121108346563,2
4,35,2.733213772734792,3
4,35,3.0961593546164674,4
4,35,1.646607072970284,5
4,36,2.847182872703401,1
4,36,2.297639884439525,2
4,36,1.7058158025869694,3
4,36,2.5361823400857038,4
4,36,2.8590074171631885,5
4,37,2.1789566181388795,1
4,37,1.3436132926629356,2
4,37,2.2025931836366857,3
4,37,2.4554586312714237,4
4,37,1.8357280896735848,5
4,38,2.7416737058269445,1
4,38,2.535142190755784,2
4,38,2.6662600537079624,3
4,38,2.663477487845945,4
4,38,2.718807924004893,5
